Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
ECTM.S1AG1340,2010.03,185.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.04,170.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.05,176.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.06,166.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.07,176.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.08,171.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.09,170.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.1,177.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.11,196.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2010.12,266.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.01,174.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.02,169.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.03,178.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.04,168.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.05,172.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.06,159.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.07,173.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.08,171.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.09,172.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.1,178.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.11,194.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2011.12,262.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.01,171.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.02,175,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.03,184.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.04,165.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.05,178.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.06,165.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.07,171.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.08,178.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.09,169.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.1,181.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.11,207.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2012.12,305.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.01,198,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.02,198.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.03,209.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.04,202.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.05,215.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.06,190.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.07,217,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.08,218.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.09,203.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.1,213.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.11,236.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2013.12,311.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.01,205.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.02,204.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.03,216.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.04,205.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.05,221.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.06,194.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.07,215.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.08,212.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.09,205.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.1,226.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.11,244,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2014.12,331.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.01,218.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.02,213.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.03,230.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.04,215,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.05,226.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.06,210.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.07,219.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.08,219.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.09,213.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.1,234.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.11,250.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2015.12,343.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.01,220.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.02,224.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.03,237.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.04,232.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.05,231.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.06,220.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.07,232.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.08,228.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.09,226.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.1,239.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.11,263.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2016.12,360.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.01,240.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.02,238.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.03,261.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.04,241.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.05,257.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.06,246.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.07,256.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.08,253.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.09,248.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.1,265,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.11,303.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2017.12,410.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.01,290,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.02,277.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.03,302.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.04,282,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.05,297.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.06,282.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.07,291.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.08,293.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.09,285.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.1,309,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.11,342.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2018.12,431.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.01,315.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.02,297.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.03,316.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.04,300.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.05,318.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.06,294.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.07,307.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.08,311,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.09,299,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.1,322.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.11,389.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2019.12,506.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2020.01,357.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2020.02,342.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2020.03,339.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1AG1340,2020.04,107,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.03,186.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.04,181.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.05,186.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.06,185.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.07,179.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.08,189.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.09,188.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.1,186.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.11,188.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2007.12,185.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2008.01,183.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
ECTM.S1SG1340,2008.02,182.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Pharmaceutical and other store-based retailing,,,
